"Commune","Qté tot réc par les caves particulières (hl)","Part Vins AOP rouge/rosé réc (%)","Part Vins AOP blanc réc (%)","Part Vins IGP rouge/rosé réc (%)","Part Vins IGP blanc réc (%)","Part Vins sans IG et autres rouge/rosé réc (%)","Part Vins sans IG et autres blanc réc (%)","Accès au graphique de la part des types de vin / couleur","code"
"32- MOUCHAN","9056","0","0","15.1","40.3","0.9","43.7","url:../graphs/rpart/rpart_c872.html;D'autres informations","32"
"32- MANCIET","24563","0","0","2.7","78.5","0","18.8","url:../graphs/rpart/rpart_c864.html;D'autres informations","32"
"32- VIELLA","5490","72.3","13.8","10.4","0","3.3","0.1","url:../graphs/rpart/rpart_c886.html;D'autres informations","32"
"32- FLEURANCE","1031","0","0","66.9","29.3","3.3","0.5","url:../graphs/rpart/rpart_c850.html;D'autres informations","32"
"32- EAUZE","126600","0.3","0.1","6.9","78.7","0.1","14","url:../graphs/rpart/rpart_c848.html;D'autres informations","32"
"32- ROQUELAURE","1773","0.8","0.6","76.1","8","2.2","12.4","url:../graphs/rpart/rpart_c877.html;D'autres informations","32"
"32- LAVARDENS","547","0","0","40.1","7.5","20.2","32.2","url:../graphs/rpart/rpart_c861.html;D'autres informations","32"
"32- GAZAUPOUY","736","0","2","4.3","2.8","2.6","88.3","url:../graphs/rpart/rpart_c852.html;D'autres informations","32"
"32- AUCH","152","0","0","59.7","19.7","15.4","5.2","url:../graphs/rpart/rpart_c833.html;D'autres informations","32"
"32- RAMOUZENS","7102","1","1","3.6","80.4","0.1","13.8","url:../graphs/rpart/rpart_c873.html;D'autres informations","32"
"32- MAULEON-D'ARMAGNAC","19130","0.3","0.2","3.9","56.1","0.6","38.9","url:../graphs/rpart/rpart_c865.html;D'autres informations","32"
"32- MONGUILHEM","1170","0","0","0","0","0","100","url:../graphs/rpart/rpart_c869.html;D'autres informations","32"
"32- CRAVENCERES","5910","0.8","1.3","11.1","40.4","0.2","46.3","url:../graphs/rpart/rpart_c847.html;D'autres informations","32"
"32- REJAUMONT","3800","1.1","0.8","66.5","17","2.1","12.7","url:../graphs/rpart/rpart_c875.html;D'autres informations","32"
"32- CAZENEUVE","18596","0.1","0.1","1.1","67.9","1.7","29.2","url:../graphs/rpart/rpart_c844.html;D'autres informations","32"
"32- CANNET","4170","22","3.7","45.8","28.1","0.2","0.2","url:../graphs/rpart/rpart_c839.html;D'autres informations","32"
"32- MONTREAL","64035","0.1","0","12.3","75.2","0.2","12.2","url:../graphs/rpart/rpart_c870.html;D'autres informations","32"
"32- LIAS-D'ARMAGNAC","3064","0","0","0","34.5","0.1","65.4","url:../graphs/rpart/rpart_c863.html;D'autres informations","32"
"32- CASSAIGNE","5057","0.4","0","5.9","82.2","0.7","10.8","url:../graphs/rpart/rpart_c840.html;D'autres informations","32"
"32- SION","1300","0","0","14.6","28.5","0.2","56.8","url:../graphs/rpart/rpart_c884.html;D'autres informations","32"
"32- MAUPAS","590","0","0","0","0","0","100","url:../graphs/rpart/rpart_c867.html;D'autres informations","32"
"32- ROQUES","7463","0","0","0.5","88.2","0.1","11.3","url:../graphs/rpart/rpart_c878.html;D'autres informations","32"
"32- CASTEX-D'ARMAGNAC","6442","0.1","0.1","0","36.2","0.6","63","url:../graphs/rpart/rpart_c842.html;D'autres informations","32"
"32- SAINT-MARTIN-D'ARMAGNAC","4095","1.1","1","11.8","55.9","0.1","30.1","url:../graphs/rpart/rpart_c879.html;D'autres informations","32"
"32- GONDRIN","29407","0.1","0.2","7.7","74.3","0.3","17.3","url:../graphs/rpart/rpart_c853.html;D'autres informations","32"
"32- LECTOURE","2299","0","0","27.7","55.8","0.2","16.3","url:../graphs/rpart/rpart_c862.html;D'autres informations","32"
"32- SAINTE-CHRISTIE","1085","0","0","86.6","12.3","1.1","0","url:../graphs/rpart/rpart_c881.html;D'autres informations","32"
"32- MORMES","319","0","0","0","1.6","0.5","98","url:../graphs/rpart/rpart_c871.html;D'autres informations","32"
"32- AVERON-BERGELLE","4556","0","0","0.3","71.9","14.6","13.2","url:../graphs/rpart/rpart_c834.html;D'autres informations","32"
"32- LAURAET","12971","0","0","1.6","73.9","0.1","24.4","url:../graphs/rpart/rpart_c860.html;D'autres informations","32"
"32- SARRAGACHIES","3477","0.5","0.4","25.2","21","17.8","35.1","url:../graphs/rpart/rpart_c883.html;D'autres informations","32"
"32- RISCLE","865","0.4","0.7","15.8","12.8","51.8","18.6","url:../graphs/rpart/rpart_c876.html;D'autres informations","32"
"32- MIREPOIX","745","0","0","90.6","0","9.4","0","url:../graphs/rpart/rpart_c868.html;D'autres informations","32"
"32- BOURROUILLAN","17274","0","0","0.1","57.2","0","42.8","url:../graphs/rpart/rpart_c837.html;D'autres informations","32"
"33- BLANQUEFORT","5517","95.7","2.1","2.2","0","0","0","url:../graphs/rpart/rpart_c916.html;D'autres informations","33"
"33-LES BILLAUX","564","78.9","0","0","0","20.6","0.5","url:../graphs/rpart/rpart_c1210.html;D'autres informations","33"
"33- MARCILLAC","6475","64.2","27.1","0","0","2.9","5.7","url:../graphs/rpart/rpart_c1022.html;D'autres informations","33"
"33- SAINT-EMILION","64058","99.1","0.2","0","0","0.6","0","url:../graphs/rpart/rpart_c1098.html;D'autres informations","33"
"33- GAILLAN-EN-MEDOC","5422","97.3","0","2.5","0","0.1","0.1","url:../graphs/rpart/rpart_c978.html;D'autres informations","33"
"33- SAINT-LOUBES","10974","94.3","4.1","0","0","1.6","0.1","url:../graphs/rpart/rpart_c1121.html;D'autres informations","33"
"33- ISLE-SAINT-GEORGES","599","95.5","0","0","0","4.3","0.2","url:../graphs/rpart/rpart_c991.html;D'autres informations","33"
"33- SAINT-FERME","7499","89","10.9","0","0","0.1","0","url:../graphs/rpart/rpart_c1102.html;D'autres informations","33"
"33- GARDEGAN-ET-TOURTIRAC","4276","99.1","0.8","0","0","0.1","0","url:../graphs/rpart/rpart_c980.html;D'autres informations","33"
"33-LES PEINTURES","1165","84.9","12","0","0","3.1","0","url:../graphs/rpart/rpart_c1212.html;D'autres informations","33"
"33- VILLEGOUGE","6561","94.5","2.1","0","0","3.4","0","url:../graphs/rpart/rpart_c1195.html;D'autres informations","33"
"33- REIGNAC","10551","86.6","11.1","0","0","2","0.3","url:../graphs/rpart/rpart_c1072.html;D'autres informations","33"
"33- MOULIS-EN-MEDOC","17851","99.4","0.4","0","0","0.2","0","url:../graphs/rpart/rpart_c1039.html;D'autres informations","33"
"33- RUCH","6301","87.9","11.8","0","0","0.3","0","url:../graphs/rpart/rpart_c1075.html;D'autres informations","33"
"33- COUBEYRAC","8969","73.8","26.1","0","0","0.1","0","url:../graphs/rpart/rpart_c954.html;D'autres informations","33"
"33- CIVRAC-DE-BLAYE","1965","88.3","7.2","0","0","2.8","1.7","url:../graphs/rpart/rpart_c951.html;D'autres informations","33"
"33- PETIT-PALAIS-ET-CORNEMPS","8209","94.6","5","0","0","0.5","0","url:../graphs/rpart/rpart_c1052.html;D'autres informations","33"
"33-LES SALLES-DE-CASTILLON","4653","90.4","0","1.4","0","7.7","0.6","url:../graphs/rpart/rpart_c1213.html;D'autres informations","33"
"33- LABARDE","8505","99.8","0","0","0","0.2","0","url:../graphs/rpart/rpart_c996.html;D'autres informations","33"
"33- PERISSAC","3711","91.2","2.1","0","0","6.1","0.6","url:../graphs/rpart/rpart_c1049.html;D'autres informations","33"
"33- LISTRAC-MEDOC","18876","97.8","1.8","0","0","0.3","0","url:../graphs/rpart/rpart_c1013.html;D'autres informations","33"
"33-LA REOLE","4102","94.8","3.7","0","0","1.5","0","url:../graphs/rpart/rpart_c1203.html;D'autres informations","33"
"33- GALGON","16431","94.2","3.2","0","0","2.4","0.2","url:../graphs/rpart/rpart_c979.html;D'autres informations","33"
"33- SAINT-CIERS-SUR-GIRONDE","18620","75.4","22.5","0","0","1.1","1.1","url:../graphs/rpart/rpart_c1096.html;D'autres informations","33"
"33- SAINT-QUENTIN-DE-CAPLONG","27513","93.4","6.6","0","0","0","0","url:../graphs/rpart/rpart_c1146.html;D'autres informations","33"
"33- PELLEGRUE","27286","85.2","13.3","0","0","1.4","0.1","url:../graphs/rpart/rpart_c1048.html;D'autres informations","33"
"33- SAINT-DENIS-DE-PILE","5167","97.2","0","0","0","2.7","0.1","url:../graphs/rpart/rpart_c1097.html;D'autres informations","33"
"33- SALIGNAC","7143","87.3","12.1","0","0","0.5","0.2","url:../graphs/rpart/rpart_c1170.html;D'autres informations","33"
"33- DONNEZAC","233","55.4","0","0","0","44.6","0","url:../graphs/rpart/rpart_c963.html;D'autres informations","33"
"33- CAMBLANES-ET-MEYNAC","3825","99.3","0.4","0","0","0.3","0","url:../graphs/rpart/rpart_c929.html;D'autres informations","33"
"33- VILLENAVE-D'ORNON","2762","77.3","22.4","0","0","0.4","0","url:../graphs/rpart/rpart_c1196.html;D'autres informations","33"
"33- SAINT-ANDRE-ET-APPELLES","8216","71.2","28","0","0","0.7","0.1","url:../graphs/rpart/rpart_c1081.html;D'autres informations","33"
"33- MONTAGNE","57591","98.8","0.5","0","0","0.6","0","url:../graphs/rpart/rpart_c1034.html;D'autres informations","33"
"33- COUTRAS","913","92.9","0","0","0","7.1","0","url:../graphs/rpart/rpart_c956.html;D'autres informations","33"
"33- PUGNAC","3034","88.4","7.1","3.3","0","1.2","0","url:../graphs/rpart/rpart_c1065.html;D'autres informations","33"
"33- CANTENAC","12544","99.1","0.7","0","0","0.1","0.1","url:../graphs/rpart/rpart_c933.html;D'autres informations","33"
"33- SOUSSANS","9206","99.7","0.2","0","0","0.1","0","url:../graphs/rpart/rpart_c1178.html;D'autres informations","33"
"33- RIONS","9283","72.8","27.2","0","0","0","0","url:../graphs/rpart/rpart_c1074.html;D'autres informations","33"
"33- LUSSAC","32770","98","1","0.1","0","0.9","0","url:../graphs/rpart/rpart_c1019.html;D'autres informations","33"
"33- LANGON","8113","72","26.7","0","0.7","0.6","0","url:../graphs/rpart/rpart_c1003.html;D'autres informations","33"
"33- RIOCAUD","4170","99.6","0","0","0","0.4","0","url:../graphs/rpart/rpart_c1073.html;D'autres informations","33"
"33- FRONTENAC","4949","82.4","11.4","0","0","6.2","0","url:../graphs/rpart/rpart_c976.html;D'autres informations","33"
"33- SAINT-SULPICE-DE-POMMIERS","10739","86.8","12.7","0","0","0.5","0","url:../graphs/rpart/rpart_c1155.html;D'autres informations","33"
"33- GENSAC","13693","91.9","7.3","0","0","0.8","0","url:../graphs/rpart/rpart_c983.html;D'autres informations","33"
"33- CIVRAC-EN-MEDOC","20832","99.8","0","0","0","0.2","0","url:../graphs/rpart/rpart_c952.html;D'autres informations","33"
"33- DIEULIVOL","3099","85","11.2","0","0","2.5","1.4","url:../graphs/rpart/rpart_c962.html;D'autres informations","33"
"33- GRIGNOLS","949","99.1","0.7","0","0","0.2","0","url:../graphs/rpart/rpart_c987.html;D'autres informations","33"
"33- SAINT-LAURENT-MEDOC","21805","99.3","0.3","0","0","0.4","0","url:../graphs/rpart/rpart_c1120.html;D'autres informations","33"
"33- MARGUERON","11616","77.3","22.5","0","0","0.1","0","url:../graphs/rpart/rpart_c1024.html;D'autres informations","33"
"33- PESSAC","5880","91.4","8.6","0","0","0","0","url:../graphs/rpart/rpart_c1050.html;D'autres informations","33"
"33- SAINT-MEDARD-DE-GUIZIERES","6295","87.7","6.2","0","0","5.3","0.8","url:../graphs/rpart/rpart_c1133.html;D'autres informations","33"
"33- MASSUGAS","28974","84.2","15","0","0","0.7","0.1","url:../graphs/rpart/rpart_c1027.html;D'autres informations","33"
"33- TOULENNE","929","84.2","13.1","0","0","2.7","0","url:../graphs/rpart/rpart_c1186.html;D'autres informations","33"
"33- SAMONAC","5058","96","1","0","0","2.2","0.7","url:../graphs/rpart/rpart_c1172.html;D'autres informations","33"
"33-LES LEVES-ET-THOUMEYRAGUES","14680","75.5","23.5","0","0","0.8","0.2","url:../graphs/rpart/rpart_c1211.html;D'autres informations","33"
"33- LUDON-MEDOC","5044","100","0","0","0","0","0","url:../graphs/rpart/rpart_c1016.html;D'autres informations","33"
"33- SAINT-CIBARD","7128","98.1","1.6","0","0","0.3","0","url:../graphs/rpart/rpart_c1093.html;D'autres informations","33"
"33- SAINT-GERVAIS","9140","99.4","0","0","0","0.4","0.2","url:../graphs/rpart/rpart_c1111.html;D'autres informations","33"
"33-LA SAUVE","11389","49.3","50.7","0","0","0.1","0","url:../graphs/rpart/rpart_c1206.html;D'autres informations","33"
"33- BASSENS","723","75.1","2.2","0","0","21.4","1.2","url:../graphs/rpart/rpart_c905.html;D'autres informations","33"
"33- LIBOURNE","16223","99.2","0.3","0","0","0.5","0","url:../graphs/rpart/rpart_c1010.html;D'autres informations","33"
"33- HAUX","10146","61.4","37","0","0","1.6","0","url:../graphs/rpart/rpart_c989.html;D'autres informations","33"
"33- SAINT-ANDRE-DE-CUBZAC","13109","86.2","4.2","0","0","9.1","0.5","url:../graphs/rpart/rpart_c1079.html;D'autres informations","33"
"33- CAZAUGITAT","16893","72.9","27","0","0","0","0","url:../graphs/rpart/rpart_c946.html;D'autres informations","33"
"33- TARGON","27695","89.2","10.4","0","0","0.4","0","url:../graphs/rpart/rpart_c1181.html;D'autres informations","33"
"33- PUYNORMAND","1303","92.6","7.4","0","0","0","0","url:../graphs/rpart/rpart_c1069.html;D'autres informations","33"
"33- SAINT-MARTIN-LACAUSSADE","6976","89.7","8.6","0","0","1.6","0","url:../graphs/rpart/rpart_c1131.html;D'autres informations","33"
"33- LARUSCADE","2466","84.8","9.1","0","0","6.2","0","url:../graphs/rpart/rpart_c1006.html;D'autres informations","33"
"33- SAINT-SAVIN","3083","88.2","7.3","0","0","2.3","2.2","url:../graphs/rpart/rpart_c1149.html;D'autres informations","33"
"33- COUQUEQUES","4328","100","0","0","0","0","0","url:../graphs/rpart/rpart_c955.html;D'autres informations","33"
"33- SAINT-GERMAIN-D'ESTEUIL","6409","99.7","0","0","0","0.3","0","url:../graphs/rpart/rpart_c1107.html;D'autres informations","33"
"33- SAINT-MORILLON","3236","62.8","36.8","0","0","0.3","0.1","url:../graphs/rpart/rpart_c1135.html;D'autres informations","33"
"33- SAINT-PEY-DE-CASTETS","5630","94.7","5","0","0","0.3","0","url:../graphs/rpart/rpart_c1139.html;D'autres informations","33"
"33- AMBARES-ET-LAGRAVE","1718","99.1","0","0","0","0.8","0","url:../graphs/rpart/rpart_c890.html;D'autres informations","33"
"33- CAPIAN","10974","75.3","24.4","0","0.2","0","0","url:../graphs/rpart/rpart_c935.html;D'autres informations","33"
"33- SAINT-MARTIN-DU-BOIS","6588","97.5","2","0","0","0.4","0.1","url:../graphs/rpart/rpart_c1129.html;D'autres informations","33"
"33- MACAU","14773","99.7","0","0","0","0.3","0","url:../graphs/rpart/rpart_c1020.html;D'autres informations","33"
"33- CEZAC","9321","91.8","7.2","0","0","0.9","0.1","url:../graphs/rpart/rpart_c949.html;D'autres informations","33"
"33- TIZAC-DE-CURTON","5887","73.8","23.5","2.1","0","0.5","0","url:../graphs/rpart/rpart_c1185.html;D'autres informations","33"
"33- SADIRAC","8929","75","25","0","0","0","0","url:../graphs/rpart/rpart_c1076.html;D'autres informations","33"
"33- MOULON","11759","92.1","7.2","0","0","0.7","0","url:../graphs/rpart/rpart_c1040.html;D'autres informations","33"
"33- SAINT-TROJAN","3164","94.5","3.8","0","0.3","1.4","0","url:../graphs/rpart/rpart_c1157.html;D'autres informations","33"
"33-LE PIAN-MEDOC","2417","99.7","0","0","0","0.3","0","url:../graphs/rpart/rpart_c1207.html;D'autres informations","33"
"33- VIGNONET","10058","99.8","0","0","0","0","0.1","url:../graphs/rpart/rpart_c1194.html;D'autres informations","33"
"33- LANDIRAS","6034","67.8","31","0","0","0.3","0.9","url:../graphs/rpart/rpart_c1001.html;D'autres informations","33"
"33- BUDOS","4172","66.6","32.6","0","0","0.8","0","url:../graphs/rpart/rpart_c924.html;D'autres informations","33"
"33- BLASIMON","11660","87.8","11.1","0.2","0.3","0","0.5","url:../graphs/rpart/rpart_c917.html;D'autres informations","33"
"33- SAINT-GENIS-DU-BOIS","4208","78.5","21.5","0","0","0","0","url:../graphs/rpart/rpart_c1106.html;D'autres informations","33"
"33- SAUVETERRE-DE-GUYENNE","34962","86.8","13","0","0","0.2","0.1","url:../graphs/rpart/rpart_c1174.html;D'autres informations","33"
"33- SAINT-MICHEL-DE-FRONSAC","7766","92.6","0.3","0.9","0","6","0.2","url:../graphs/rpart/rpart_c1134.html;D'autres informations","33"
"33- LIGNAN-DE-BORDEAUX","5086","96.6","3.2","0","0","0.2","0","url:../graphs/rpart/rpart_c1011.html;D'autres informations","33"
"33- LUGASSON","3507","74.5","25.1","0","0","0.4","0","url:../graphs/rpart/rpart_c1017.html;D'autres informations","33"
"33- SAINT-HILAIRE-DU-BOIS","5521","72.5","27.4","0","0","0.1","0","url:../graphs/rpart/rpart_c1113.html;D'autres informations","33"
"33- CAMBES","865","96.5","2.9","0","0","0.6","0","url:../graphs/rpart/rpart_c928.html;D'autres informations","33"
"33-LES ARTIGUES-DE-LUSSAC","11016","98.8","0","0","0","1.2","0","url:../graphs/rpart/rpart_c1209.html;D'autres informations","33"
"33- AVENSAN","5445","99.8","0","0","0","0.2","0","url:../graphs/rpart/rpart_c901.html;D'autres informations","33"
"33- BEAUTIRAN","3519","88.7","10.9","0","0","0.4","0","url:../graphs/rpart/rpart_c909.html;D'autres informations","33"
"33- PINEUILH","10889","81.9","16.5","0","0","1.1","0.4","url:../graphs/rpart/rpart_c1054.html;D'autres informations","33"
"33- PLEINE-SELVE","3033","84.1","11.7","0","0","1.8","2.4","url:../graphs/rpart/rpart_c1056.html;D'autres informations","33"
"33- PUISSEGUIN","30485","99.3","0.3","0","0","0.3","0.1","url:../graphs/rpart/rpart_c1066.html;D'autres informations","33"
"33- QUEYRAC","5737","99.9","0","0","0","0.1","0","url:../graphs/rpart/rpart_c1070.html;D'autres informations","33"
"33- PUJOLS-SUR-CIRON","1579","22.8","65","0","0","8.8","3.4","url:../graphs/rpart/rpart_c1068.html;D'autres informations","33"
"33- AURIOLLES","4419","63.5","33.3","3.2","0","0","0","url:../graphs/rpart/rpart_c900.html;D'autres informations","33"
"33- SAINT-SEURIN-DE-CADOURNE","18885","99.8","0","0","0","0.2","0","url:../graphs/rpart/rpart_c1151.html;D'autres informations","33"
"33- SAINT-QUENTIN-DE-BARON","5797","64.9","31","1.4","0","2.6","0","url:../graphs/rpart/rpart_c1145.html;D'autres informations","33"
"33- SOUSSAC","19556","61.7","36.9","0","0","0","1.4","url:../graphs/rpart/rpart_c1177.html;D'autres informations","33"
"33- POMEROL","15258","99.5","0.2","0","0","0.2","0","url:../graphs/rpart/rpart_c1058.html;D'autres informations","33"
"33- CREON","1797","45.8","54.1","0","0","0.1","0","url:../graphs/rpart/rpart_c957.html;D'autres informations","33"
"33- CAPLONG","9344","95.3","3.8","0","0","0.9","0","url:../graphs/rpart/rpart_c936.html;D'autres informations","33"
"33- MAZION","8291","93.5","5.8","0","0","0.3","0.5","url:../graphs/rpart/rpart_c1030.html;D'autres informations","33"
"33- CARTELEGUE","6643","93.9","0.9","0","0","1.7","3.5","url:../graphs/rpart/rpart_c940.html;D'autres informations","33"
"33- SAINT-ANTOINE-DU-QUEYRET","14379","83.2","15.6","0","0","1.1","0.2","url:../graphs/rpart/rpart_c1083.html;D'autres informations","33"
"33- BARSAC","17024","19.1","80.4","0","0","0.5","0","url:../graphs/rpart/rpart_c904.html;D'autres informations","33"
"33- MORIZES","3696","76","23.9","0","0","0.2","0","url:../graphs/rpart/rpart_c1037.html;D'autres informations","33"
"33- LEOGNAN","25008","77.7","22.3","0","0","0","0","url:../graphs/rpart/rpart_c1008.html;D'autres informations","33"
"33- CARIGNAN-DE-BORDEAUX","2939","90.2","0","6.9","0","2.9","0","url:../graphs/rpart/rpart_c938.html;D'autres informations","33"
"33- MAZERES","11658","76.6","22.7","0","0","0.7","0","url:../graphs/rpart/rpart_c1029.html;D'autres informations","33"
"33- MAURIAC","10488","95","4.9","0","0","0","0","url:../graphs/rpart/rpart_c1028.html;D'autres informations","33"
"33- SAINT-CHRISTOLY-MEDOC","11759","99.4","0","0","0","0.6","0","url:../graphs/rpart/rpart_c1091.html;D'autres informations","33"
"33- MONTUSSAN","4114","92.1","6.5","0","0","1.3","0.1","url:../graphs/rpart/rpart_c1036.html;D'autres informations","33"
"33- MARGAUX","16040","98.6","1.4","0","0","0","0","url:../graphs/rpart/rpart_c1023.html;D'autres informations","33"
"33- AMBES","1291","97.4","0","0","0","2.4","0.2","url:../graphs/rpart/rpart_c891.html;D'autres informations","33"
"33- FRANCS","4765","92.1","7.9","0","0","0","0","url:../graphs/rpart/rpart_c974.html;D'autres informations","33"
